deal_unique_id,from_currency_iso_code,to_currency_iso_code,deal_timestamp,deal_amount
76,UGX,USD,2016-05-11 9:22:31,2261317
77,EUR,USD,2016-04-17 17:27:34,100
78,USD,GBP,2016-05-06 16:35:5,748
79,UGX,USD,2016-02-21 7:11:1,432757
80,UGX,USD,2016-02-04 8:59:21,2122387
81,EUR,JPY,2016-05-26 15:58:57,100
82,EUR,JPY,2016-05-30 6:31:1,100
83,USD,JPY,2016-02-25 2:29:18,834
84,UGX,USD,2016-03-04 4:3:27,638645
85,GBP,UGX,2016-03-20 22:30:37,727
86,EUR,USD,2016-01-05 2:25:10,100
87,UGX,USD,2016-03-13 13:8:11,1968142
88,GBP,JPY,2016-02-06 12:59:12,187
89,UGX,USD,2016-01-31 5:26:14,2562778
90,JPY,UGX,2016-01-26 0:21:2,77242
91,UGX,USD,2016-04-30 10:10:10,698836
92,USD,UGX,2016-01-10 3:43:10,976
93,UGX,USD,2016-03-26 6:19:22,2583510
94,EUR,USD,2016-03-18 21:15:18,100
95,USD,EUR,2016-01-24 12:24:39,373
96,GBP,EUR,2016-02-25 22:44:56,252
97,USD,GBP,2016-02-01 0:45:4,386
98,GBP,EUR,2016-02-06 16:47:54,547
99,GBP,USD,2016-01-24 7:51:30,134
100,UGX,USD,2016-04-05 12:56:48,3181973
101,UGX,USD,2016-03-09 0:26:36,1611940
102,USD,GBP,2016-02-21 1:43:51,633
103,USD,JPY,2016-02-27 15:19:52,726
104,JPY,UGX,2016-02-15 2:23:29,54274
105,EUR,JPY,2016-02-10 19:48:33,100
106,GBP,EUR,2016-04-01 16:37:14,444
107,EUR,UGX,2016-05-18 4:46:4,100
108,GBP,JPY,2016-01-13 19:12:26,396
109,EUR,CAD,2016-01-11 4:37:27,100
110,JPY,EUR,2016-03-13 23:50:15,35752
111,EUR,JPY,2016-03-28 11:14:4,100
112,UGX,USD,2016-01-16 15:59:13,503271
113,JPY,USD,2016-01-07 1:9:48,70293
114,EUR,USD,2016-01-26 12:36:20,100
115,JPY,USD,2016-02-10 22:44:59,73142
116,UGX,USD,2016-01-09 15:23:52,2011486
117,UGX,USD,2016-02-19 14:52:33,3384898
118,EUR,CAD,2016-03-06 9:28:11,100
119,GBP,USD,2016-04-06 11:27:33,634
120,JPY,UGX,2016-02-11 14:41:41,54627
121,EUR,UGX,2016-01-12 16:6:13,100
122,UGX,USD,2016-04-06 0:4:53,1479018
123,GBP,USD,2016-02-29 11:21:3,291
124,USD,EUR,2016-02-29 23:36:37,468
125,EUR,JPY,2016-05-03 12:53:12,100
126,UGX,USD,2016-05-20 9:51:50,3272716
127,USD,GBP,2016-01-02 1:50:7,586
128,JPY,CAD,2016-01-31 3:14:20,88683
129,JPY,EUR,2016-01-05 22:1:27,38487
130,GBP,EUR,2016-03-12 23:7:30,109
131,UGX,USD,2016-02-28 3:44:0,803222
132,JPY,USD,2016-04-16 17:58:26,69856
133,UGX,USD,2016-01-25 1:58:1,3117698
134,EUR,USD,2016-03-18 16:6:46,100
135,EUR,USD,2016-02-28 1:26:17,100
136,USD,UGX,2016-03-08 21:23:20,356
137,EUR,USD,2016-03-13 20:32:45,100
138,UGX,USD,2016-03-10 9:32:29,949362
139,EUR,JPY,2016-02-15 3:6:51,100
140,EUR,USD,2016-03-09 4:21:39,100
141,JPY,EUR,2016-01-17 18:43:30,71739
142,EUR,JPY,2016-01-27 21:0:51,100
143,UGX,USD,2016-04-27 10:21:39,3300186
144,UGX,USD,2016-05-05 10:0:33,3106235
145,UGX,USD,2016-05-07 10:46:39,3179497
146,GBP,EUR,2016-05-14 8:9:50,407
147,JPY,USD,2016-02-26 15:32:43,74158
148,UGX,USD,2016-05-18 21:29:4,2686865
149,JPY,CAD,2016-05-31 1:11:48,32988
150,GBP,JPY,2016-02-14 9:16:18,783
151,USD,JPY,2016-05-02 18:32:39,677
152,UGX,USD,2016-01-10 11:40:46,930217
153,EUR,CAD,2016-05-17 19:55:49,100
154,UGX,USD,2016-02-04 5:2:25,2550198
155,EUR,UGX,2016-04-15 2:25:24,100
156,UGX,USD,2016-01-26 9:21:13,376976
157,GBP,EUR,2016-05-20 3:51:49,956
158,GBP,USD,2016-05-28 5:53:56,544
159,GBP,JPY,2016-04-18 9:43:46,100
160,GBP,JPY,2016-04-30 11:20:31,544
161,USD,JPY,2016-01-19 18:17:9,416
162,UGX,USD,2016-04-20 4:55:35,581387
163,GBP,JPY,2016-04-27 23:18:37,939
164,UGX,USD,2016-03-04 1:1:38,2254650
165,USD,EUR,2016-01-22 12:42:55,748
166,EUR,JPY,2016-01-03 21:52:17,100
167,EUR,JPY,2016-04-28 18:56:9,100
168,UGX,USD,2016-05-15 19:12:6,2035345
169,UGX,USD,2016-01-07 3:29:37,909454
170,GBP,JPY,2016-05-21 6:48:22,337
171,GBP,UGX,2016-03-01 0:32:42,251
172,UGX,USD,2016-05-15 8:36:27,1640643
173,UGX,USD,2016-03-14 10:51:58,2006860
174,GBP,JPY,2016-02-29 12:6:14,162
175,GBP,EUR,2016-05-14 22:16:54,369
176,JPY,EUR,2016-05-15 10:10:27,89068
177,EUR,UGX,2016-04-25 20:47:21,100
178,EUR,JPY,2016-02-10 6:47:12,100
179,EUR,CAD,2016-05-10 10:57:14,100
180,JPY,CAD,2016-04-02 14:59:49,72153
181,GBP,USD,2016-05-10 10:41:18,80
182,USD,JPY,2016-04-13 14:32:18,988
183,JPY,EUR,2016-02-10 21:29:52,43318
184,JPY,USD,2016-03-16 19:2:41,70085
185,USD,UGX,2016-05-03 16:7:4,399
186,GBP,EUR,2016-03-27 4:2:53,137
187,UGX,USD,2016-03-10 0:58:38,3292365
188,GBP,USD,2016-05-23 1:19:57,789
189,GBP,USD,2016-04-15 8:11:23,638
190,UGX,USD,2016-03-10 21:25:10,823261
191,UGX,USD,2016-05-03 1:4:14,1482039
192,GBP,JPY,2016-01-08 1:16:39,88
193,EUR,USD,2016-02-19 4:14:3,100
194,GBP,EUR,2016-03-23 3:48:23,447
195,GBP,UGX,2016-01-24 4:29:43,546
196,USD,GBP,2016-03-15 5:52:2,718
197,USD,GBP,2016-05-24 23:17:46,467
198,GBP,EUR,2016-03-11 11:1:59,314
199,JPY,UGX,2016-02-09 1:2:40,108177
200,UGX,USD,2016-05-18 5:56:1,3494763
201,UGX,USD,2016-04-10 14:22:21,2965949
202,USD,JPY,2016-03-05 7:20:35,565
203,JPY,UGX,2016-01-14 10:1:57,43791
204,GBP,EUR,2016-05-24 15:9:27,524
205,USD,JPY,2016-04-28 18:36:29,639
206,GBP,UGX,2016-04-22 17:5:33,248
207,UGX,USD,2016-04-24 22:4:56,1942779
208,GBP,USD,2016-04-02 4:33:55,504
209,UGX,USD,2016-02-05 22:24:34,1071927
210,JPY,UGX,2016-01-13 18:50:19,21530
211,JPY,CAD,2016-05-29 3:36:58,45072
212,EUR,JPY,2016-05-05 21:31:15,100
213,UGX,USD,2016-02-18 14:18:56,2766838
214,GBP,USD,2016-02-13 17:39:0,705
215,EUR,UGX,2016-01-15 6:14:5,100
216,GBP,EUR,2016-02-04 12:32:14,812
217,USD,UGX,2016-02-17 8:24:52,126
218,JPY,UGX,2016-03-19 19:15:46,56853
219,GBP,JPY,2016-02-25 5:7:43,117
220,GBP,USD,2016-01-07 23:48:11,898
221,GBP,JPY,2016-01-12 5:12:38,313
222,JPY,EUR,2016-05-18 14:33:56,57885
223,USD,GBP,2016-05-20 18:4:48,983
224,JPY,EUR,2016-04-04 15:14:21,75314
225,GBP,UGX,2016-01-25 19:12:50,779
226,EUR,JPY,2016-01-15 2:5:23,100
227,EUR,UGX,2016-03-04 3:35:52,100
228,UGX,USD,2016-05-31 6:46:10,1614532
229,UGX,USD,2016-02-20 8:11:52,468390
230,EUR,JPY,2016-03-23 23:50:20,100
231,EUR,UGX,2016-04-07 2:42:13,100
232,EUR,USD,2016-05-24 0:45:18,100
233,GBP,USD,2016-01-08 23:54:1,204
234,JPY,EUR,2016-03-05 10:19:5,71946
235,GBP,UGX,2016-04-22 10:19:38,578
236,UGX,USD,2016-04-04 13:22:51,2831789
237,GBP,UGX,2016-04-13 13:18:46,817
238,EUR,USD,2016-01-28 2:45:12,100
239,UGX,USD,2016-03-03 11:58:42,3159985
240,JPY,CAD,2016-05-09 21:46:4,60042
241,USD,UGX,2016-04-25 11:30:2,542
242,UGX,USD,2016-05-18 11:25:43,3078114
243,EUR,UGX,2016-04-04 7:42:13,100
244,UGX,USD,2016-02-07 12:34:21,2268118
245,USD,JPY,2016-01-13 16:56:46,612
246,GBP,JPY,2016-05-19 9:9:18,113
247,USD,UGX,2016-05-30 23:8:30,760
248,UGX,USD,2016-05-03 20:53:8,3062809
249,EUR,JPY,2016-04-25 4:32:18,100
250,JPY,USD,2016-02-02 0:24:20,44031
251,EUR,JPY,2016-03-04 18:52:11,100
252,USD,JPY,2016-04-19 20:2:43,466
253,GBP,EUR,2016-02-19 8:45:7,275
254,GBP,EUR,2016-05-05 19:40:26,854
255,UGX,USD,2016-03-03 20:49:35,948849
256,USD,UGX,2016-01-02 1:0:38,315
257,EUR,UGX,2016-01-29 13:1:4,100
258,UGX,USD,2016-05-12 16:44:10,2244344
259,EUR,UGX,2016-01-13 18:24:0,100
260,UGX,USD,2016-02-18 5:29:5,1508269
261,JPY,USD,2016-05-05 23:50:0,88314
262,EUR,USD,2016-05-30 17:33:15,100
263,EUR,USD,2016-02-02 2:20:37,100
264,GBP,EUR,2016-05-28 9:50:5,425
265,EUR,JPY,2016-02-09 18:52:8,100
266,GBP,JPY,2016-01-25 4:55:12,847
267,UGX,USD,2016-01-29 17:23:41,2205764
268,UGX,USD,2016-04-20 20:4:43,3118671
269,EUR,JPY,2016-05-11 13:47:34,100
270,USD,JPY,2016-03-31 6:6:19,342
271,GBP,USD,2016-01-26 21:50:27,203
272,EUR,USD,2016-02-18 13:23:53,100
273,USD,UGX,2016-05-17 16:26:13,757
274,JPY,UGX,2016-01-24 18:53:27,72726
275,EUR,UGX,2016-04-20 12:25:42,100
276,EUR,JPY,2016-03-07 19:5:5,100
277,GBP,EUR,2016-02-05 13:15:22,638
278,UGX,USD,2016-04-28 0:26:15,3098228
279,UGX,USD,2016-05-14 14:4:4,2363995
280,GBP,EUR,2016-04-28 1:8:12,262
281,USD,UGX,2016-04-19 14:3:34,243
282,USD,UGX,2016-01-19 17:5:28,978
283,EUR,USD,2016-05-13 5:59:28,100
284,EUR,USD,2016-01-04 17:34:47,100
285,UGX,USD,2016-02-13 4:55:24,3048544
286,JPY,USD,2016-03-27 20:49:32,74060
287,UGX,USD,2016-03-28 22:10:53,1715960
288,JPY,EUR,2016-04-25 16:11:29,81596
289,EUR,JPY,2016-01-10 15:30:7,100
290,GBP,UGX,2016-05-11 13:14:55,846
291,UGX,USD,2016-04-02 20:41:40,2069746
292,JPY,EUR,2016-04-27 14:24:25,11284
293,JPY,UGX,2016-04-17 6:26:47,57090
294,JPY,USD,2016-01-17 16:54:12,97842
295,EUR,JPY,2016-04-21 15:52:25,100
296,EUR,UGX,2016-02-28 12:36:41,100
297,EUR,CAD,2016-03-20 20:34:32,100
298,UGX,USD,2016-04-19 11:27:18,2505551
299,UGX,USD,2016-04-14 4:37:58,743194
300,JPY,UGX,2016-04-26 6:42:57,84920
301,EUR,JPY,2016-02-24 10:5:15,100
302,GBP,UGX,2016-01-08 14:40:35,550
303,UGX,USD,2016-02-11 10:38:56,2263814
304,UGX,USD,2016-02-14 17:33:4,1334197
305,GBP,JPY,2016-02-23 7:26:5,682
306,JPY,CAD,2016-03-26 12:47:30,68707
307,UGX,USD,2016-03-06 21:59:33,351369
308,EUR,JPY,2016-05-11 15:0:35,100
309,JPY,UGX,2016-05-23 1:27:47,15901
310,GBP,EUR,2016-04-11 10:29:13,107
311,JPY,CAD,2016-03-17 9:26:33,72646
312,JPY,CAD,2016-03-18 13:22:19,54969
313,JPY,USD,2016-01-06 9:7:57,16180
314,UGX,USD,2016-04-24 10:39:1,2754357
315,EUR,CAD,2016-04-09 22:26:6,100
316,UGX,USD,2016-03-18 23:19:40,3422311
317,EUR,UGX,2016-04-10 10:54:22,100
318,GBP,EUR,2016-04-23 23:14:29,374
319,UGX,USD,2016-03-19 19:3:34,3423904
320,UGX,USD,2016-05-03 4:22:13,786069
321,USD,JPY,2016-04-18 5:44:52,621
322,UGX,USD,2016-03-19 13:28:19,1130100
323,UGX,USD,2016-01-15 15:44:13,997434
324,EUR,CAD,2016-02-20 22:30:23,100
325,USD,UGX,2016-04-24 5:51:34,750
326,JPY,UGX,2016-02-06 16:49:26,48967
327,EUR,JPY,2016-03-06 9:47:24,100
328,EUR,USD,2016-01-22 11:40:38,100
329,EUR,UGX,2016-05-03 10:6:52,100
330,USD,UGX,2016-02-19 11:52:40,675
331,JPY,USD,2016-02-19 19:45:54,91319
332,UGX,USD,2016-02-26 22:36:19,2590353
333,EUR,USD,2016-04-18 11:1:1,100
334,UGX,USD,2016-03-13 4:38:45,1095852
335,JPY,UGX,2016-02-06 16:53:11,94035
336,EUR,UGX,2016-05-14 11:9:52,100
337,EUR,CAD,2016-03-24 9:20:1,100
338,EUR,JPY,2016-05-03 6:13:31,100
339,GBP,EUR,2016-04-14 1:52:47,612
340,USD,EUR,2016-03-11 6:41:55,227
341,USD,EUR,2016-05-13 15:4:25,920
342,EUR,CAD,2016-01-13 5:38:49,100
343,GBP,EUR,2016-04-30 19:36:5,484
344,EUR,JPY,2016-01-09 0:3:6,100
345,JPY,CAD,2016-05-15 2:24:50,55658
346,UGX,USD,2016-04-09 18:43:43,1536003
347,USD,EUR,2016-01-25 14:57:55,726
348,JPY,UGX,2016-01-29 2:2:53,100955
349,UGX,USD,2016-03-11 22:34:54,488631
350,UGX,USD,2016-03-28 0:52:22,1999429
351,UGX,USD,2016-05-13 7:25:12,779935
352,EUR,JPY,2016-01-15 20:49:16,100
353,UGX,USD,2016-05-24 17:43:45,2821402
354,EUR,USD,2016-02-13 12:2:26,100
355,GBP,USD,2016-03-25 16:8:1,561
356,GBP,JPY,2016-04-23 12:32:24,118
357,UGX,USD,2016-02-14 14:35:1,487113
358,GBP,EUR,2016-03-01 16:47:49,610
359,USD,UGX,2016-03-10 13:55:42,952
360,USD,GBP,2016-04-25 21:58:58,778
361,GBP,JPY,2016-01-05 18:2:53,383
362,EUR,CAD,2016-03-07 20:29:46,100
363,USD,GBP,2016-03-12 21:58:58,525
364,JPY,UGX,2016-02-27 4:15:23,54053
365,GBP,EUR,2016-02-03 14:54:56,389
366,JPY,CAD,2016-04-11 11:16:27,12457
367,EUR,UGX,2016-03-09 20:27:45,100
368,EUR,USD,2016-01-30 14:14:14,100
369,USD,UGX,2016-05-15 23:14:24,965
370,EUR,JPY,2016-02-14 5:18:55,100
371,USD,GBP,2016-02-12 22:38:33,885
372,JPY,CAD,2016-03-11 2:38:45,35938
373,UGX,USD,2016-01-28 5:56:21,499342
374,JPY,UGX,2016-05-02 17:16:36,35377
375,USD,UGX,2016-04-29 1:43:38,412
376,USD,UGX,2016-03-02 14:34:55,859
377,EUR,JPY,2016-04-05 3:35:11,100
378,UGX,USD,2016-01-30 5:7:16,817487
379,EUR,JPY,2016-03-30 23:45:13,100
380,USD,JPY,2016-03-09 9:53:34,325
381,USD,EUR,2016-04-21 20:13:29,969
382,USD,JPY,2016-02-29 8:53:47,177
383,JPY,EUR,2016-03-13 12:47:56,58216
384,EUR,JPY,2016-05-20 22:23:21,100
385,GBP,EUR,2016-04-16 2:44:19,135
386,USD,JPY,2016-03-05 4:0:40,645
387,GBP,USD,2016-03-17 16:2:44,148
388,UGX,USD,2016-03-06 8:3:31,739500
389,JPY,CAD,2016-01-12 5:44:54,37494
390,JPY,CAD,2016-03-12 4:23:49,94118
391,UGX,USD,2016-05-23 19:48:8,1091528
392,JPY,UGX,2016-04-27 22:30:5,91439
393,USD,GBP,2016-03-21 19:41:7,478
394,EUR,UGX,2016-05-02 3:40:57,100
395,EUR,UGX,2016-03-26 6:33:46,100
396,UGX,USD,2016-04-18 19:10:46,1226961
397,JPY,USD,2016-05-20 2:32:1,98781
398,GBP,JPY,2016-05-24 5:8:36,350
399,JPY,UGX,2016-05-07 18:51:11,70936
400,USD,UGX,2016-01-15 1:0:19,579
401,UGX,USD,2016-01-13 8:29:57,2286142
402,UGX,USD,2016-01-07 4:12:6,726121
403,UGX,USD,2016-04-12 8:48:40,828192
404,USD,UGX,2016-01-02 9:5:51,640
405,GBP,UGX,2016-01-19 16:15:38,993
406,GBP,JPY,2016-01-24 4:21:24,194
407,USD,GBP,2016-04-28 20:59:21,773
408,GBP,EUR,2016-03-09 0:40:19,549
409,USD,GBP,2016-04-08 6:28:3,929
410,EUR,USD,2016-03-05 22:57:18,100
411,UGX,USD,2016-01-08 3:30:29,1124996
412,EUR,CAD,2016-03-17 8:4:35,100
413,USD,JPY,2016-01-01 11:58:24,931
414,GBP,EUR,2016-04-07 5:53:18,266
415,EUR,USD,2016-02-29 22:10:44,100
416,EUR,JPY,2016-05-01 1:15:38,100
417,EUR,CAD,2016-05-17 17:15:15,100
418,GBP,UGX,2016-04-13 22:22:4,954
419,UGX,USD,2016-05-10 21:45:34,1947062
420,EUR,UGX,2016-05-04 17:10:19,100
421,USD,GBP,2016-04-04 6:58:12,650
422,GBP,EUR,2016-01-17 4:26:34,421
423,EUR,UGX,2016-01-16 4:23:53,100
424,JPY,EUR,2016-05-02 20:42:40,64642
425,UGX,USD,2016-03-11 0:36:8,417165
426,EUR,CAD,2016-02-16 20:15:11,100
427,JPY,UGX,2016-04-20 11:42:37,69683
428,UGX,USD,2016-05-02 22:24:35,2193018
429,USD,EUR,2016-03-07 5:58:27,694
430,USD,JPY,2016-04-01 20:35:16,393
431,UGX,USD,2016-04-30 21:54:14,2952001
432,JPY,USD,2016-03-29 8:46:47,34313
433,JPY,UGX,2016-04-20 17:51:19,68394
434,EUR,CAD,2016-03-13 13:58:38,100
435,USD,UGX,2016-03-27 20:47:46,351
436,GBP,USD,2016-05-23 15:20:28,841
437,EUR,CAD,2016-04-12 22:45:12,100
438,UGX,USD,2016-04-02 19:3:1,3453272
439,JPY,CAD,2016-05-01 1:57:46,51431
440,GBP,UGX,2016-04-16 20:24:59,197
441,USD,EUR,2016-02-10 11:13:4,365
442,UGX,USD,2016-02-28 10:12:29,2712972
443,USD,EUR,2016-03-26 17:37:53,173
444,GBP,USD,2016-03-02 4:45:33,395
445,JPY,UGX,2016-05-19 3:25:51,92587
446,USD,GBP,2016-05-19 12:5:9,825
447,UGX,USD,2016-04-29 11:12:48,3369888
448,UGX,USD,2016-05-24 9:16:33,2255372
449,JPY,CAD,2016-01-31 10:18:20,49271
450,JPY,UGX,2016-05-01 7:37:8,89250
451,UGX,USD,2016-02-16 8:10:54,738137
452,GBP,USD,2016-04-10 18:34:17,713
453,UGX,USD,2016-01-30 0:14:10,2551887
454,GBP,JPY,2016-03-09 0:16:59,463
455,USD,UGX,2016-05-30 20:14:41,466
456,EUR,UGX,2016-01-17 18:47:36,100
457,GBP,USD,2016-01-19 23:35:56,537
458,GBP,JPY,2016-02-14 16:15:17,783
459,USD,JPY,2016-05-30 22:49:40,536
460,USD,JPY,2016-05-23 1:9:33,360
461,JPY,UGX,2016-04-17 13:58:11,70570
462,GBP,UGX,2016-03-18 4:25:22,564
463,JPY,UGX,2016-02-26 8:36:29,97401
464,JPY,CAD,2016-05-23 18:47:48,65411
465,JPY,USD,2016-03-05 2:45:42,50646
466,UGX,USD,2016-02-08 13:25:14,2206779
467,EUR,UGX,2016-01-12 12:2:12,100
468,JPY,UGX,2016-05-28 11:2:6,103456
469,EUR,CAD,2016-01-24 7:29:2,100
470,GBP,UGX,2016-02-24 1:32:12,721
471,EUR,CAD,2016-02-05 20:57:47,100
472,USD,EUR,2016-01-10 18:30:34,425
473,UGX,USD,2016-02-29 11:2:16,722159
474,UGX,USD,2016-03-30 6:55:35,469721
475,UGX,USD,2016-01-11 18:19:29,826001
476,UGX,USD,2016-03-05 16:49:22,3109548
477,JPY,UGX,2016-04-05 11:42:45,33408
478,GBP,USD,2016-03-03 6:30:0,724
479,JPY,EUR,2016-04-23 2:26:59,98553
480,EUR,JPY,2016-02-14 1:1:34,100
481,UGX,USD,2016-01-10 2:47:12,2949307
482,JPY,EUR,2016-01-16 17:3:10,46114
483,JPY,USD,2016-02-16 6:46:32,74113
484,USD,EUR,2016-01-30 9:45:34,646
485,EUR,CAD,2016-01-22 1:44:0,100
486,GBP,EUR,2016-03-28 13:34:33,955
487,USD,GBP,2016-04-18 20:48:22,252
488,GBP,EUR,2016-05-28 21:40:38,958
489,JPY,USD,2016-03-22 12:6:30,101727
490,USD,EUR,2016-03-11 13:13:55,284
491,JPY,CAD,2016-04-17 12:59:49,13048
492,EUR,UGX,2016-03-26 4:48:7,100
493,EUR,CAD,2016-02-12 23:1:13,100
494,UGX,USD,2016-03-14 22:50:53,3004122
495,EUR,CAD,2016-02-14 22:59:24,100
496,JPY,USD,2016-03-14 11:26:34,27852
497,JPY,CAD,2016-05-14 22:5:52,31646
498,EUR,UGX,2016-03-21 20:2:35,100
499,EUR,UGX,2016-03-27 8:31:46,100
500,UGX,USD,2016-02-22 9:10:11,3461223
501,UGX,USD,2016-01-03 1:30:31,1520643
502,GBP,JPY,2016-01-09 12:33:13,881
503,JPY,USD,2016-02-10 21:37:42,58014
504,UGX,USD,2016-03-22 14:30:13,2944798
505,EUR,CAD,2016-05-02 15:31:33,100
506,GBP,USD,2016-05-28 21:32:13,452
507,EUR,JPY,2016-01-01 10:1:24,100
508,JPY,USD,2016-02-10 4:6:36,46480
509,UGX,USD,2016-05-07 2:58:17,2391926
510,JPY,EUR,2016-01-22 1:9:54,38456
511,GBP,UGX,2016-01-12 21:22:30,898
512,UGX,USD,2016-04-15 8:20:13,1379964
513,USD,JPY,2016-01-02 3:32:33,126
514,UGX,USD,2016-03-10 12:26:22,2605241
515,USD,JPY,2016-01-12 11:24:55,787
516,JPY,EUR,2016-04-02 22:43:20,63967
517,GBP,UGX,2016-05-30 5:47:6,864
518,EUR,CAD,2016-01-16 1:24:46,100
519,UGX,USD,2016-05-12 9:16:7,1073607
520,JPY,UGX,2016-03-09 1:12:2,13189
521,JPY,EUR,2016-05-02 11:39:30,17634
522,GBP,EUR,2016-01-23 6:27:57,779
523,UGX,USD,2016-04-29 2:18:17,2010120
524,UGX,USD,2016-03-09 4:25:42,1225375
525,JPY,EUR,2016-05-18 2:23:42,44489
526,JPY,USD,2016-02-22 14:56:49,37470
527,GBP,JPY,2016-03-05 21:27:45,318
528,GBP,UGX,2016-01-23 5:40:39,370
529,JPY,CAD,2016-04-22 8:22:54,11796
530,USD,UGX,2016-05-15 4:12:39,313
531,JPY,USD,2016-03-09 3:9:15,66695
532,EUR,JPY,2016-03-05 6:6:15,100
533,JPY,USD,2016-01-16 21:22:6,16293
534,JPY,CAD,2016-04-01 9:34:0,18861
535,GBP,USD,2016-05-06 13:49:27,224
536,USD,GBP,2016-01-04 20:27:1,574
537,JPY,UGX,2016-05-23 10:28:43,108363
538,UGX,USD,2016-02-06 6:5:26,2797933
539,USD,UGX,2016-04-23 19:13:2,194
540,EUR,JPY,2016-03-15 1:59:7,100
541,UGX,USD,2016-03-16 1:14:38,1935434
542,USD,JPY,2016-02-20 22:26:30,140
543,GBP,JPY,2016-05-24 21:27:20,404
544,UGX,USD,2016-02-20 2:9:45,1217985
545,EUR,CAD,2016-03-11 5:30:1,100
546,USD,EUR,2016-01-06 19:3:5,628
547,USD,UGX,2016-05-28 1:27:58,780
548,EUR,USD,2016-05-26 11:56:38,100
549,EUR,USD,2016-03-06 18:33:0,100
550,GBP,EUR,2016-02-21 12:44:52,724
551,UGX,USD,2016-04-27 2:56:20,1043469
552,UGX,USD,2016-03-28 23:39:6,2002423
553,JPY,UGX,2016-01-04 8:8:21,55923
554,EUR,UGX,2016-05-27 15:20:23,100
555,GBP,UGX,2016-04-19 12:51:25,670
